"cmd","addr","end","rendercmd","jp","en","en",,
"FontPack","0x381E8","0x381F1",,,,,"0x381E8","0x381E8"
"String","0x381E8","0x3824F","vwf standard ralign","マミー","Mummy","Mummy","0x381E8","0x3824D"
"FontPack","0x381F1","0x381FE",,,,,"0x381F1","0x381F1"
"String","0x381F1","0x38253","vwf standard ralign","バンパイア","Vampire","Vampire","0x381F1","0x38251"
"FontPack","0x381FE","0x38209",,,,,"0x381FE","0x381FE"
"String","0x381FE","0x38251","vwf standard ralign","リッチー","Lich","Lich","0x381FE","0x3824F"
"FontPack","0x38209","0x3820E",,,,,"0x38209","0x38209"
"String","0x38209","0x38251","vwf standard ralign","ロック鳥","Roc","Roc","0x38209","0x3824F"
"FontPack","0x3820E","0x3821D",,,,,"0x3820E","0x3820E"
"String","0x3820E","0x38255","vwf standard ralign","ガーディアン","Guardian","Guardian","0x3820E","0x38253"
"FontPack","0x3821D","0x3822A",,,,,"0x3821D","0x3821D"
"String","0x3821D","0x38253","vwf standard ralign","大地の精霊","Spirit of Earth","Spirit of Earth","0x3821D","0x38251"
"FontPack","0x3822A","0x38235",,,,,"0x3822A","0x3822A"
"String","0x3822A","0x38251","vwf standard ralign","水の精霊","Spirit of Water","Spirit of Water","0x3822A","0x3824F"
"FontPack","0x38235","0x38240",,,,,"0x38235","0x38235"
"String","0x38235","0x38251","vwf standard ralign","炎の精霊","Spirit of Flame","Spirit of Flame","0x38235","0x3824F"
"FontPack","0x38240","0x3824B",,,,,"0x38240","0x38240"
"String","0x38240","0x38251","vwf standard ralign","風の精霊","Spirit of Wind","Spirit of Wind","0x38240","0x3824F"
,,,,"//=========================================",,,,
,,,,"// stratagem names (standard)",,,,
,,,,"// these have no font pack -- we just need them in the master list.",,,,
,,,,"//=========================================",,,,
"StringModeAbsolute",,,,,,,,
"FontPack","0x0",,,,,,,
"String","0x1B70",,"vwf narrow","千里眼","Clairvoyance","Clairvoyance","0x1B71","{Clairvoyance}"
"String","0x1B78",,"vwf narrow","大嵐","Raging Storm","Raging Storm","0x1B79","{Raging Storm}"
"String","0x1B7E",,"vwf narrow","呪縛","Curse","Curse","0x1B7F","{Curse}"
"String","0x1B84",,"vwf narrow","水晶玉","Crystal Ball","Crystal Ball","0x1B85","{Crystal Ball}"
"String","0x1B8C",,"vwf narrow","回復","Recovery","Recovery","0x1B8D","{Recovery}"
"String","0x1B92",,"vwf narrow","攻撃増強","Enhance Attack","Enhance Attack","0x1B93","{Enhance Attack}"
"String","0x1B9C",,"vwf narrow","技量向上","Increase Skill","Increase Skill","0x1B9D","{Increase Skill}"
"String","0x1BA6",,"vwf narrow","装甲強化","Reinforce Armor","Reinforce Armor","0x1BA7","{Reinforce Armor}"
"String","0x1BB0",,"vwf narrow","濃霧","Heavy Fog","Heavy Fog","0x1BB1","{Heavy Fog}"
"String","0x1BB6",,"vwf narrow","氷結","Freezing","Freezing","0x1BB7","{Freezing}"
"String","0x1BBC",,"vwf narrow","英雄暗殺","Assassinate Hero","Hero Assassination","0x1BBD","{Hero Assassinat.}"
"String","0x1BC6",,"vwf narrow","英雄離反","Hero Defection","Hero Defection","0x1BC7","{Hero Defection}"
"String","0x1BD0",,"vwf narrow","盗人","Thieves","Thieves","0x1BD1","{Thieves}"
"String","0x1BD6",,"vwf narrow","妖精","Fairies","Fairies","0x1BD7","{Fairies}"
"String","0x1BDC",,"vwf narrow","巨神降臨","Guardian Descent","Guardian Descent","0x1BDD","{Guardian Descent}"
"String","0x1BE6",,"vwf narrow","再行動","Act Again","Act Again","0x1BE7","{Act Again}"
"String","0x1BEE",,"vwf narrow","同盟締結","Form Alliance","Form Alliance","0x1BEF","{Form Alliance}"
"String","0x1BF8",,"vwf narrow","同盟破棄","Break Alliance","Break Alliance","0x1BF9","{Break Alliance}"
"String","0x1C02",,"vwf narrow","隷属","Servitude","Servitude","0x1C03","{Servitude}"
"String","0x1C08",,"vwf narrow","反乱エ作","Plot Revolt","Plot Revolt","0x1C09","{Plot Revolt}"
"String","0x1C12",,"vwf narrow","瞬間移動","Teleportation","Teleportation","0x1C13","{Teleportation}"
"String","0x1C1C",,"vwf narrow","領地交換","Territory Switch","Exchange Territory","0x1C1D","{Territory Switch}"
"String","0x1C26",,"vwf narrow","部隊召喚","Squadron Summon","Squadron Summon","0x1C27","{Squadron Summon}"
"String","0x1C30",,"vwf narrow","部隊調略","Squadron Plot","Squadron Scheme","0x1C31","{Squadron Scheme}"
"String","0x1C3A",,"vwf narrow","奇襲攻撃","Surprise Attack","Surprise Attack","0x1C3B","{Surprise Attack}"
"String","0x1C44",,"vwf narrow","爆裂攻撃","Explosive Attack","Explosive Attack","0x1C45","{Explosive Attack}"
"String","0x1C4E",,"vwf narrow","強制退却","Forced Retreat","Forced Retreat","0x1C4F","{Forced Retreat}"
"String","0x1C58",,"vwf narrow","大気滅壊","Heavens Ruin","Heavens Ruin","0x1C59","{Heavens Ruin}"
"String","0x1C62",,"vwf narrow","大地滅壊","Ground Ruin","Ground Ruin","0x1C63","{Ground Ruin}"
"String","0x1C6C",,"vwf narrow","炎の壁","Wall of Flame","Wall of Flame","0x1C6D","{Wall of Flame}"
,,,,"//=========================================",,,,
,,,,"// stratagem names (quoted)",,,,
,,,,"//=========================================",,,,
"String","0x1B71",,"vwf standard ralign","千里眼","{Clairvoyance}","Clairvoyance",,
"String","0x1B79",,"vwf standard ralign","大嵐","{Raging Storm}","Raging Storm",,
"String","0x1B7F",,"vwf standard ralign","呪縛","{Curse}","Curse",,
"String","0x1B85",,"vwf standard ralign","水晶玉","{Crystal Ball}","Crystal Ball",,
"String","0x1B8D",,"vwf standard ralign","回復","{Recovery}","Recovery",,
"String","0x1B93",,"vwf standard ralign","攻撃増強","{Enhance Attack}","Enhance Attack",,
"String","0x1B9D",,"vwf standard ralign","技量向上","{Increase Skill}","Increase Skill",,
"String","0x1BA7",,"vwf standard ralign","装甲強化","{Reinforce Armor}","Reinforce Armor",,
"String","0x1BB1",,"vwf standard ralign","濃霧","{Heavy Fog}","Heavy Fog",,
"String","0x1BB7",,"vwf standard ralign","氷結","{Freezing}","Freezing",,
"String","0x1BBD",,"vwf standard ralign","英雄暗殺","{Assassinate Hero}","Hero Assassination",,
"String","0x1BC7",,"vwf standard ralign","英雄離反","{Hero Defection}","Hero Defection",,
"String","0x1BD1",,"vwf standard ralign","盗人","{Thieves}","Thieves",,
"String","0x1BD7",,"vwf standard ralign","妖精","{Fairies}","Fairies",,
"String","0x1BDD",,"vwf standard ralign","巨神降臨","{Guardian Descent}","Guardian Descent",,
"String","0x1BE7",,"vwf standard ralign","再行動","{Act Again}","Act Again",,
"String","0x1BEF",,"vwf standard ralign","同盟締結","{Form Alliance}","Form Alliance",,
"String","0x1BF9",,"vwf standard ralign","同盟破棄","{Break Alliance}","Break Alliance",,
"String","0x1C03",,"vwf standard ralign","隷属","{Servitude}","Servitude",,
"String","0x1C09",,"vwf standard ralign","反乱エ作","{Plot Revolt}","Plot Revolt",,
"String","0x1C13",,"vwf standard ralign","瞬間移動","{Teleportation}","Teleportation",,
"String","0x1C1D",,"vwf standard ralign","領地交換","{Territory Switch}","Exchange Territory",,
"String","0x1C27",,"vwf standard ralign","部隊召喚","{Squadron Summon}","Squadron Summon",,
"String","0x1C31",,"vwf standard ralign","部隊調略","{Squadron Plot}","Squadron Scheme",,
"String","0x1C3B",,"vwf standard ralign","奇襲攻撃","{Surprise Attack}","Surprise Attack",,
"String","0x1C45",,"vwf standard ralign","爆裂攻撃","{Explosive Attack}","Explosive Attack",,
"String","0x1C4F",,"vwf standard ralign","強制退却","{Forced Retreat}","Forced Retreat",,
"String","0x1C59",,"vwf standard ralign","大気滅壊","{Heavens Ruin}","Heavens Ruin",,
"String","0x1C63",,"vwf standard ralign","大地滅壊","{Ground Ruin}","Ground Ruin",,
"String","0x1C6D",,"vwf standard ralign","炎の壁","{Wall of Flame}","Wall of Flame",,
