"cmd","addr","end","rendercmd","jp","en",,,
"String","0x3F744","0x3F769","default","「わがせんぞよ。わたしはあなたのような、すばらしいえいゆうのちをうけつい","My dear ancestor, my greatest[br]
pride is to have inherited the blood[br]
of such a magnificent hero as[br]
yourself.","My dear ancestor, my greatest pride is to have inherited the blood of",,"My dear ancestor, my greatest pride is to have inherited the blood of"
"String","0x3F769","0x3F77B","default","でいることを、ほこりにおもいます」",,"a magnificent hero such as yourself.",,"a magnificent hero such as yourself."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F77D","0x3F7A3","default"," バルマーはもういちど、まんぞくそうなえみをうかべると、しずかにめをとじ、","With a satisfied smile, Balmer[br]
closed his eyes before disappearing[br]
as well.[br]
Sieg could feel warm tears fall from[br]
his eyes. After a few moments of[br]
silence, he slowly stood up. Then he[br]
began to walk, gazing up into the[br]
skies.[br]
He would do as Balmer asked.[br]
He would put an end to everything.","With a satisfied smile, Balmer closed his eyes, before disappearing as well.",,"With a satisfied smile, Balmer closed his eyes, before disappearing as well."
"String","0x3F7A3","0x3F7C8","default","きえていった。ジークのめからは、あついなみだが、とまることはなかった。ゆ",,"Sieg could feel warm tears fall from his eyes. After a few moments of",,"Sieg could feel warm tears fall from his eyes. After a few moments of"
"String","0x3F7C8","0x3F7E8","default","っくりとたちあがったジークはそらをみあげると、あるきはじめた。",,"silence, he slowly stood up. Then, he begun to walk, while looking up into",,"silence, he slowly stood up. Then, he begun to walk, while looking up into"
"String","0x3F7E8","0x3F7FA","default"," すべてにしゅうしふをうつために。",,"the skies. He would do as Balmer asked. He would put an end to everything.",,"the skies. He would do as Balmer asked. He would put an end to everything."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F7FE","0x3F823","default"," ジークはバハムートのしんぞうのあるしんでんにたどりついた。めのまえに、","Sieg arrived at the temple that held[br]
the heart of Bahamut: and there it[br]
was, beating a steady rhythm.[br]
I must plunge my sword.[br]
I must pierce it through.[br]
As he readied his sword, his entire[br]
life flashed before his eyes.","Sieg arrived at the temple that hold the heart of Bahamut.",,"Sieg arrived at the temple that hold the heart of Bahamut."
"String","0x3F823","0x3F848","default","せいかくなこどうをつづけるしんぞうが、あざやかにみえた。ジークはけんをか",,"And there it was, beating at a steady rhythm.",,"And there it was, beating at a steady rhythm."
"String","0x3F848","0x3F86D","default","まえ、これをつらぬくべく、つきすすんだ。ジークののうりには、いままでいき",,"I must plunge my sword. I must pierce it through.",,"I must plunge my sword. I must pierce it through."
"String","0x3F86D","0x3F887","default","てきたきおくが、そうまとうのようにながれていった。",,"As he readied his sword, his entire life flashed before his eyes.",,"As he readied his sword, his entire life flashed before his eyes."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F889","0x3F8A2","default"," おさないころ、ちちバーフにだきあげられたころを","When his father Bakh held him up[br]
in his arms as a baby.[br]
When Raymond trained him to[br]
become a Holy Warrior as a boy.[br]
When he first met Miesa in the[br]
castle town of Croeln.[br]
When he led the army against evil[br]
during the Age of Darkness.[br]
When he lost the people he loved[br]
and trusted...","When his father Bakh held him up in his arms as a baby.",,"When his father Bakh held him up in his arms as a baby."
"String","0x3F8A2","0x3F8C5","default"," レイモンドにせいせんしになるため、きたえあげれたしょうねんじだいを",,"When Raymond trained him to become a Holy Warrior as a boy.",,"When Raymond trained him to become a Holy Warrior as a boy."
"String","0x3F8C5","0x3F8E4","default"," クロエルンのじょうかまちで、ミーサにはじめてしりあったひを",,"When he first met Miesa in the castle town of Croeln.",,"When he first met Miesa in the castle town of Croeln."
"String","0x3F8E4","0x3F906","default"," やみのじだいに、せいきしだんをひきい、じゃあくとたたかったひびを",,"When he led the army against evil during the Age of Darkness.",,"When he led the army against evil during the Age of Darkness."
"String","0x3F906","0x3F92B","default"," そして、あいするもの、しんらいするものをうしなっていくかなしみを・・・",,"When he lost the people he loved and trusted...",,"When he lost the people he loved and trusted..."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F92E","0x3F953","default"," しかし、かれのまえにいっぴきのおうごんのドラゴンがたちはだかってきたの","Suddenly, a golden dragon came[br]
flying down and stood in his way.","Suddenly, a golden dragon came flying down,",,"Suddenly, a golden dragon came flying down,"
"String","0x3F953","0x3F958","default","である。",,"standing in his way.",,"standing in his way."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3F95A","0x3F96B","default"," おうごんのドラゴンはかたった。","The dragon then spoke:[br]
""I came here alongside Dean, but I[br]
did not share his goal. The Supreme[br]
God gave me a different order.[br]
Listen. I shall tell you...""","He then spoke to him.",,"He then spoke to him."
"String","0x3F96B","0x3F990","default","「わたしはディーンとともにこのちにきた。が、わたしのもくてきはちがう。わ",,"I came here alongside Dean, but I did not share his goal.",,"I came here alongside Dean, but I did not share his goal."
"String","0x3F990","0x3F9B5","default","たしは、さいこうのかみのみつめいをうけてきた。おまえにすべてをはなそう・",,"The Supreme God gave me a different order.",,"The Supreme God gave me a different order."
"String","0x3F9B5","0x3F9B9","default","・・」",,"Listen. I shall tell you...""",,"Listen. I shall tell you..."""
